Date,State,District,Disease,Cases,Deaths
2024-06-09,Jammu And Kashmir,Kupwara,Dengue,55,1
2024-06-16,Jammu And Kashmir,Kupwara,Dengue,60,0
2024-06-23,Jammu And Kashmir,Kupwara,Dengue,70,2
2024-06-30,Jammu And Kashmir,Kupwara,Dengue,76,2
2024-07-07,Jammu And Kashmir,Kupwara,Dengue,287,10
2024-07-14,Jammu And Kashmir,Kupwara,Dengue,83,2
2024-07-21,Jammu And Kashmir,Kupwara,Dengue,93,3
2024-07-28,Jammu And Kashmir,Kupwara,Dengue,527,11
2024-08-04,Jammu And Kashmir,Kupwara,Dengue,98,2
2024-08-11,Jammu And Kashmir,Kupwara,Dengue,106,3
2024-08-18,Jammu And Kashmir,Kupwara,Dengue,103,3
2024-08-25,Jammu And Kashmir,Kupwara,Dengue,107,4
2024-09-01,Jammu And Kashmir,Kupwara,Dengue,107,1
2024-09-08,Jammu And Kashmir,Kupwara,Dengue,109,3
2024-09-15,Jammu And Kashmir,Kupwara,Dengue,113,1
2024-09-22,Jammu And Kashmir,Kupwara,Dengue,113,1
2024-09-29,Jammu And Kashmir,Kupwara,Dengue,108,1
2024-10-06,Jammu And Kashmir,Kupwara,Dengue,106,2
2024-10-13,Jammu And Kashmir,Kupwara,Dengue,102,4
2024-10-20,Jammu And Kashmir,Kupwara,Dengue,100,4
2024-10-27,Jammu And Kashmir,Kupwara,Dengue,96,3
2024-11-03,Jammu And Kashmir,Kupwara,Dengue,94,2
2024-11-10,Jammu And Kashmir,Kupwara,Dengue,454,16
2024-11-17,Jammu And Kashmir,Kupwara,Dengue,84,3
2024-11-24,Jammu And Kashmir,Kupwara,Dengue,82,3
2024-12-01,Jammu And Kashmir,Kupwara,Dengue,73,2
2024-12-08,Jammu And Kashmir,Kupwara,Dengue,66,0
2024-12-15,Jammu And Kashmir,Kupwara,Dengue,194,7
2024-12-22,Jammu And Kashmir,Kupwara,Dengue,51,2
2024-12-29,Jammu And Kashmir,Kupwara,Dengue,53,0
2025-01-05,Jammu And Kashmir,Kupwara,Dengue,45,2
2025-01-12,Jammu And Kashmir,Kupwara,Dengue,180,2
2025-01-19,Jammu And Kashmir,Kupwara,Dengue,29,0
2025-01-26,Jammu And Kashmir,Kupwara,Dengue,25,1
2025-02-02,Jammu And Kashmir,Kupwara,Dengue,21,0
2025-02-09,Jammu And Kashmir,Kupwara,Dengue,20,0
2025-02-16,Jammu And Kashmir,Kupwara,Dengue,18,0
2025-02-23,Jammu And Kashmir,Kupwara,Dengue,18,0
2025-03-02,Jammu And Kashmir,Kupwara,Dengue,15,0
2025-03-09,Jammu And Kashmir,Kupwara,Dengue,14,0
2025-03-16,Jammu And Kashmir,Kupwara,Dengue,10,0
2025-03-23,Jammu And Kashmir,Kupwara,Dengue,15,0
2025-03-30,Jammu And Kashmir,Kupwara,Dengue,16,0
2025-04-06,Jammu And Kashmir,Kupwara,Dengue,12,0
2025-04-13,Jammu And Kashmir,Kupwara,Dengue,19,0
2025-04-20,Jammu And Kashmir,Kupwara,Dengue,22,0
2025-04-27,Jammu And Kashmir,Kupwara,Dengue,21,0
2025-05-04,Jammu And Kashmir,Kupwara,Dengue,30,1
2025-05-11,Jammu And Kashmir,Kupwara,Dengue,32,1
2025-05-18,Jammu And Kashmir,Kupwara,Dengue,41,0
2025-05-25,Jammu And Kashmir,Kupwara,Dengue,47,1
2025-06-01,Jammu And Kashmir,Kupwara,Dengue,46,0
2025-06-08,Jammu And Kashmir,Kupwara,Dengue,55,2
2025-06-15,Jammu And Kashmir,Kupwara,Dengue,62,1
2025-06-22,Jammu And Kashmir,Kupwara,Dengue,70,1
2025-06-29,Jammu And Kashmir,Kupwara,Dengue,72,0
2025-07-06,Jammu And Kashmir,Kupwara,Dengue,76,0
2025-07-13,Jammu And Kashmir,Kupwara,Dengue,82,3
2025-07-20,Jammu And Kashmir,Kupwara,Dengue,87,2
2025-07-27,Jammu And Kashmir,Kupwara,Dengue,94,1
2025-08-03,Jammu And Kashmir,Kupwara,Dengue,101,1
2025-08-10,Jammu And Kashmir,Kupwara,Dengue,103,3
2025-08-17,Jammu And Kashmir,Kupwara,Dengue,108,2
2025-08-24,Jammu And Kashmir,Kupwara,Dengue,110,3
2025-08-31,Jammu And Kashmir,Kupwara,Dengue,106,1
2025-09-07,Jammu And Kashmir,Kupwara,Dengue,110,1
2025-09-14,Jammu And Kashmir,Kupwara,Dengue,111,3
2025-09-21,Jammu And Kashmir,Kupwara,Dengue,110,2
2025-09-28,Jammu And Kashmir,Kupwara,Dengue,107,4
2025-10-05,Jammu And Kashmir,Kupwara,Dengue,106,4
2025-10-12,Jammu And Kashmir,Kupwara,Dengue,103,3
2025-10-19,Jammu And Kashmir,Kupwara,Dengue,99,2
2025-10-26,Jammu And Kashmir,Kupwara,Dengue,99,1
2025-11-02,Jammu And Kashmir,Kupwara,Dengue,91,2
2025-11-09,Jammu And Kashmir,Kupwara,Dengue,88,2
2025-11-16,Jammu And Kashmir,Kupwara,Dengue,88,1
2025-11-23,Jammu And Kashmir,Kupwara,Dengue,79,2
2025-11-30,Jammu And Kashmir,Kupwara,Dengue,69,0
2025-12-07,Jammu And Kashmir,Kupwara,Dengue,70,2
2025-12-14,Jammu And Kashmir,Kupwara,Dengue,65,1
2025-12-21,Jammu And Kashmir,Kupwara,Dengue,55,2
2023-01-01,Jammu And Kashmir,Kupwara,Malaria,59,2
2023-01-08,Jammu And Kashmir,Kupwara,Malaria,50,2
2023-01-15,Jammu And Kashmir,Kupwara,Malaria,51,0
2023-01-22,Jammu And Kashmir,Kupwara,Malaria,45,1
2023-01-29,Jammu And Kashmir,Kupwara,Malaria,40,1
2023-02-05,Jammu And Kashmir,Kupwara,Malaria,32,1
2023-02-12,Jammu And Kashmir,Kupwara,Malaria,27,0
2023-02-19,Jammu And Kashmir,Kupwara,Malaria,28,0
2023-02-26,Jammu And Kashmir,Kupwara,Malaria,26,0
2023-03-05,Jammu And Kashmir,Kupwara,Malaria,23,1
2023-03-12,Jammu And Kashmir,Kupwara,Malaria,18,0
2023-03-19,Jammu And Kashmir,Kupwara,Malaria,13,0
2023-03-26,Jammu And Kashmir,Kupwara,Malaria,15,0
2023-04-02,Jammu And Kashmir,Kupwara,Malaria,11,0
2023-04-09,Jammu And Kashmir,Kupwara,Malaria,9,0
2023-04-16,Jammu And Kashmir,Kupwara,Malaria,6,0
2023-04-23,Jammu And Kashmir,Kupwara,Malaria,8,0
2023-04-30,Jammu And Kashmir,Kupwara,Malaria,5,0
2023-05-07,Jammu And Kashmir,Kupwara,Malaria,8,0
2023-05-14,Jammu And Kashmir,Kupwara,Malaria,8,0
2023-05-21,Jammu And Kashmir,Kupwara,Malaria,9,0
2023-05-28,Jammu And Kashmir,Kupwara,Malaria,17,0
2023-06-04,Jammu And Kashmir,Kupwara,Malaria,18,0
2023-06-11,Jammu And Kashmir,Kupwara,Malaria,18,0
2023-06-18,Jammu And Kashmir,Kupwara,Malaria,23,0
2023-06-25,Jammu And Kashmir,Kupwara,Malaria,29,1
2023-07-02,Jammu And Kashmir,Kupwara,Malaria,30,0
2023-07-09,Jammu And Kashmir,Kupwara,Malaria,36,0
2023-07-16,Jammu And Kashmir,Kupwara,Malaria,231,8
2023-07-23,Jammu And Kashmir,Kupwara,Malaria,43,1
2023-07-30,Jammu And Kashmir,Kupwara,Malaria,49,1
2023-08-06,Jammu And Kashmir,Kupwara,Malaria,53,1
2023-08-13,Jammu And Kashmir,Kupwara,Malaria,58,2
2023-08-20,Jammu And Kashmir,Kupwara,Malaria,59,2
2023-08-27,Jammu And Kashmir,Kupwara,Malaria,60,0
2023-09-03,Jammu And Kashmir,Kupwara,Malaria,66,2
2023-09-10,Jammu And Kashmir,Kupwara,Malaria,71,2
2023-09-17,Jammu And Kashmir,Kupwara,Malaria,69,1
2023-09-24,Jammu And Kashmir,Kupwara,Malaria,72,1
2023-10-01,Jammu And Kashmir,Kupwara,Malaria,73,2
2023-10-08,Jammu And Kashmir,Kupwara,Malaria,77,3
2023-10-15,Jammu And Kashmir,Kupwara,Malaria,76,3
2023-10-22,Jammu And Kashmir,Kupwara,Malaria,77,2
2023-10-29,Jammu And Kashmir,Kupwara,Malaria,74,1
2023-11-05,Jammu And Kashmir,Kupwara,Malaria,76,2
2023-11-12,Jammu And Kashmir,Kupwara,Malaria,76,1
2023-11-19,Jammu And Kashmir,Kupwara,Malaria,74,1
2023-11-26,Jammu And Kashmir,Kupwara,Malaria,74,1
2023-12-03,Jammu And Kashmir,Kupwara,Malaria,69,0
2023-12-10,Jammu And Kashmir,Kupwara,Malaria,70,2
2023-12-17,Jammu And Kashmir,Kupwara,Malaria,64,2
2023-12-24,Jammu And Kashmir,Kupwara,Malaria,62,2
2023-12-31,Jammu And Kashmir,Kupwara,Malaria,59,0
2024-01-07,Jammu And Kashmir,Kupwara,Malaria,48,1
2024-01-14,Jammu And Kashmir,Kupwara,Malaria,46,1
2024-01-21,Jammu And Kashmir,Kupwara,Malaria,42,0
2024-01-28,Jammu And Kashmir,Kupwara,Malaria,36,0
2024-02-04,Jammu And Kashmir,Kupwara,Malaria,32,1
2024-02-11,Jammu And Kashmir,Kupwara,Malaria,34,0
2024-02-18,Jammu And Kashmir,Kupwara,Malaria,23,0
2024-02-25,Jammu And Kashmir,Kupwara,Malaria,27,0
2024-03-03,Jammu And Kashmir,Kupwara,Malaria,16,0
2024-03-10,Jammu And Kashmir,Kupwara,Malaria,15,0
2024-03-17,Jammu And Kashmir,Kupwara,Malaria,13,0
2024-03-24,Jammu And Kashmir,Kupwara,Malaria,13,0
2024-03-31,Jammu And Kashmir,Kupwara,Malaria,10,0
2024-04-07,Jammu And Kashmir,Kupwara,Malaria,6,0
2024-04-14,Jammu And Kashmir,Kupwara,Malaria,8,0
2024-04-21,Jammu And Kashmir,Kupwara,Malaria,8,0
2024-04-28,Jammu And Kashmir,Kupwara,Malaria,9,0
2024-05-05,Jammu And Kashmir,Kupwara,Malaria,7,0
2024-05-12,Jammu And Kashmir,Kupwara,Malaria,8,0
2024-05-19,Jammu And Kashmir,Kupwara,Malaria,13,0
2024-05-26,Jammu And Kashmir,Kupwara,Malaria,13,0
2024-06-02,Jammu And Kashmir,Kupwara,Malaria,17,0
2024-06-09,Jammu And Kashmir,Kupwara,Malaria,16,0
2024-06-16,Jammu And Kashmir,Kupwara,Malaria,24,0
2024-06-23,Jammu And Kashmir,Kupwara,Malaria,28,0
2024-06-30,Jammu And Kashmir,Kupwara,Malaria,34,0
2024-07-07,Jammu And Kashmir,Kupwara,Malaria,32,0
2024-07-14,Jammu And Kashmir,Kupwara,Malaria,41,1
2024-07-21,Jammu And Kashmir,Kupwara,Malaria,46,2
2024-07-28,Jammu And Kashmir,Kupwara,Malaria,284,4
2024-08-04,Jammu And Kashmir,Kupwara,Malaria,51,1
2024-08-11,Jammu And Kashmir,Kupwara,Malaria,53,2
2024-08-18,Jammu And Kashmir,Kupwara,Malaria,61,1
2024-08-25,Jammu And Kashmir,Kupwara,Malaria,63,2
2024-09-01,Jammu And Kashmir,Kupwara,Malaria,63,1
2024-09-08,Jammu And Kashmir,Kupwara,Malaria,72,3
2024-09-15,Jammu And Kashmir,Kupwara,Malaria,69,0
2024-09-22,Jammu And Kashmir,Kupwara,Malaria,76,1
2024-09-29,Jammu And Kashmir,Kupwara,Malaria,74,0
2024-10-06,Jammu And Kashmir,Kupwara,Malaria,76,2
2024-10-13,Jammu And Kashmir,Kupwara,Malaria,80,2
2024-10-20,Jammu And Kashmir,Kupwara,Malaria,81,2
2024-10-27,Jammu And Kashmir,Kupwara,Malaria,79,1
2024-11-03,Jammu And Kashmir,Kupwara,Malaria,74,2
2024-11-10,Jammu And Kashmir,Kupwara,Malaria,73,2
2024-11-17,Jammu And Kashmir,Kupwara,Malaria,73,2
2024-11-24,Jammu And Kashmir,Kupwara,Malaria,397,16
2024-12-01,Jammu And Kashmir,Kupwara,Malaria,70,2
2024-12-08,Jammu And Kashmir,Kupwara,Malaria,67,0
2024-12-15,Jammu And Kashmir,Kupwara,Malaria,61,1
2024-12-22,Jammu And Kashmir,Kupwara,Malaria,62,1
2024-12-29,Jammu And Kashmir,Kupwara,Malaria,55,2
2025-01-05,Jammu And Kashmir,Kupwara,Malaria,55,1
2025-01-12,Jammu And Kashmir,Kupwara,Malaria,50,1
2025-01-19,Jammu And Kashmir,Kupwara,Malaria,39,1
2025-01-26,Jammu And Kashmir,Kupwara,Malaria,40,1
2025-02-02,Jammu And Kashmir,Kupwara,Malaria,34,1
2025-02-09,Jammu And Kashmir,Kupwara,Malaria,29,0
2025-02-16,Jammu And Kashmir,Kupwara,Malaria,30,0
2025-02-23,Jammu And Kashmir,Kupwara,Malaria,20,0
2025-03-02,Jammu And Kashmir,Kupwara,Malaria,21,0
2025-03-09,Jammu And Kashmir,Kupwara,Malaria,18,0
2025-03-16,Jammu And Kashmir,Kupwara,Malaria,18,0
2025-03-23,Jammu And Kashmir,Kupwara,Malaria,9,0
2025-03-30,Jammu And Kashmir,Kupwara,Malaria,13,0
2025-04-06,Jammu And Kashmir,Kupwara,Malaria,12,0
2025-04-13,Jammu And Kashmir,Kupwara,Malaria,8,0
2025-04-20,Jammu And Kashmir,Kupwara,Malaria,6,0
2025-04-27,Jammu And Kashmir,Kupwara,Malaria,12,0
2025-05-04,Jammu And Kashmir,Kupwara,Malaria,6,0
2025-05-11,Jammu And Kashmir,Kupwara,Malaria,8,0
2025-05-18,Jammu And Kashmir,Kupwara,Malaria,12,0
2025-05-25,Jammu And Kashmir,Kupwara,Malaria,52,1
2025-06-01,Jammu And Kashmir,Kupwara,Malaria,20,0
2025-06-08,Jammu And Kashmir,Kupwara,Malaria,20,0
2025-06-15,Jammu And Kashmir,Kupwara,Malaria,26,0
2025-06-22,Jammu And Kashmir,Kupwara,Malaria,29,0
2025-06-29,Jammu And Kashmir,Kupwara,Malaria,31,0
2025-07-06,Jammu And Kashmir,Kupwara,Malaria,32,0
2025-07-13,Jammu And Kashmir,Kupwara,Malaria,35,1
2025-07-20,Jammu And Kashmir,Kupwara,Malaria,46,1
2025-07-27,Jammu And Kashmir,Kupwara,Malaria,48,1
2025-08-03,Jammu And Kashmir,Kupwara,Malaria,49,0
2025-08-10,Jammu And Kashmir,Kupwara,Malaria,56,2
2025-08-17,Jammu And Kashmir,Kupwara,Malaria,63,0
2025-08-24,Jammu And Kashmir,Kupwara,Malaria,64,1
2025-08-31,Jammu And Kashmir,Kupwara,Malaria,63,2
2025-09-07,Jammu And Kashmir,Kupwara,Malaria,72,3
2025-09-14,Jammu And Kashmir,Kupwara,Malaria,74,2
2025-09-21,Jammu And Kashmir,Kupwara,Malaria,72,1
2025-09-28,Jammu And Kashmir,Kupwara,Malaria,77,2
2025-10-05,Jammu And Kashmir,Kupwara,Malaria,79,2
2025-10-12,Jammu And Kashmir,Kupwara,Malaria,78,1
2025-10-19,Jammu And Kashmir,Kupwara,Malaria,80,3
2025-10-26,Jammu And Kashmir,Kupwara,Malaria,77,2
2025-11-02,Jammu And Kashmir,Kupwara,Malaria,75,3
2025-11-09,Jammu And Kashmir,Kupwara,Malaria,76,3
2025-11-16,Jammu And Kashmir,Kupwara,Malaria,76,0
2025-11-23,Jammu And Kashmir,Kupwara,Malaria,70,3
2025-11-30,Jammu And Kashmir,Kupwara,Malaria,67,1
2025-12-07,Jammu And Kashmir,Kupwara,Malaria,217,10
2025-12-14,Jammu And Kashmir,Kupwara,Malaria,62,1
2025-12-21,Jammu And Kashmir,Kupwara,Malaria,63,1
2023-01-01,Jammu And Kashmir,Kupwara,Typhoid,20,0
2023-01-08,Jammu And Kashmir,Kupwara,Typhoid,16,0
2023-01-15,Jammu And Kashmir,Kupwara,Typhoid,17,0
2023-01-22,Jammu And Kashmir,Kupwara,Typhoid,17,0
2023-01-29,Jammu And Kashmir,Kupwara,Typhoid,18,0
2023-02-05,Jammu And Kashmir,Kupwara,Typhoid,11,0
2023-02-12,Jammu And Kashmir,Kupwara,Typhoid,12,0
2023-02-19,Jammu And Kashmir,Kupwara,Typhoid,13,0
2023-02-26,Jammu And Kashmir,Kupwara,Typhoid,8,0
2023-03-05,Jammu And Kashmir,Kupwara,Typhoid,23,0
2023-03-12,Jammu And Kashmir,Kupwara,Typhoid,10,0
2023-03-19,Jammu And Kashmir,Kupwara,Typhoid,7,0
2023-03-26,Jammu And Kashmir,Kupwara,Typhoid,20,0
2023-04-02,Jammu And Kashmir,Kupwara,Typhoid,9,0
2023-04-09,Jammu And Kashmir,Kupwara,Typhoid,7,0
2023-04-16,Jammu And Kashmir,Kupwara,Typhoid,1,0
2023-04-23,Jammu And Kashmir,Kupwara,Typhoid,6,0
2023-04-30,Jammu And Kashmir,Kupwara,Typhoid,2,0
2023-05-07,Jammu And Kashmir,Kupwara,Typhoid,3,0
2023-05-14,Jammu And Kashmir,Kupwara,Typhoid,3,0
2023-05-21,Jammu And Kashmir,Kupwara,Typhoid,4,0
2023-05-28,Jammu And Kashmir,Kupwara,Typhoid,4,0
2023-06-04,Jammu And Kashmir,Kupwara,Typhoid,6,0
2023-06-11,Jammu And Kashmir,Kupwara,Typhoid,4,0
2023-06-18,Jammu And Kashmir,Kupwara,Typhoid,2,0
2023-06-25,Jammu And Kashmir,Kupwara,Typhoid,4,0
2023-07-02,Jammu And Kashmir,Kupwara,Typhoid,8,0
2023-07-09,Jammu And Kashmir,Kupwara,Typhoid,10,0
2023-07-16,Jammu And Kashmir,Kupwara,Typhoid,5,0
2023-07-23,Jammu And Kashmir,Kupwara,Typhoid,9,0
2023-07-30,Jammu And Kashmir,Kupwara,Typhoid,14,0
2023-08-06,Jammu And Kashmir,Kupwara,Typhoid,13,0
2023-08-13,Jammu And Kashmir,Kupwara,Typhoid,16,0
2023-08-20,Jammu And Kashmir,Kupwara,Typhoid,17,0
2023-08-27,Jammu And Kashmir,Kupwara,Typhoid,18,0
2023-09-03,Jammu And Kashmir,Kupwara,Typhoid,19,0
2023-09-10,Jammu And Kashmir,Kupwara,Typhoid,19,0
2023-09-17,Jammu And Kashmir,Kupwara,Typhoid,22,0
2023-09-24,Jammu And Kashmir,Kupwara,Typhoid,23,1
2023-10-01,Jammu And Kashmir,Kupwara,Typhoid,21,0
2023-10-08,Jammu And Kashmir,Kupwara,Typhoid,22,0
2023-10-15,Jammu And Kashmir,Kupwara,Typhoid,20,0
2023-10-22,Jammu And Kashmir,Kupwara,Typhoid,22,0
2023-10-29,Jammu And Kashmir,Kupwara,Typhoid,23,1
2023-11-05,Jammu And Kashmir,Kupwara,Typhoid,22,0
2023-11-12,Jammu And Kashmir,Kupwara,Typhoid,27,0
2023-11-19,Jammu And Kashmir,Kupwara,Typhoid,21,0
2023-11-26,Jammu And Kashmir,Kupwara,Typhoid,25,0
2023-12-03,Jammu And Kashmir,Kupwara,Typhoid,26,0
2023-12-10,Jammu And Kashmir,Kupwara,Typhoid,19,0
2023-12-17,Jammu And Kashmir,Kupwara,Typhoid,25,1
2023-12-24,Jammu And Kashmir,Kupwara,Typhoid,20,0
2023-12-31,Jammu And Kashmir,Kupwara,Typhoid,16,0
2024-01-07,Jammu And Kashmir,Kupwara,Typhoid,15,0
2024-01-14,Jammu And Kashmir,Kupwara,Typhoid,18,0
2024-01-21,Jammu And Kashmir,Kupwara,Typhoid,19,0
2024-01-28,Jammu And Kashmir,Kupwara,Typhoid,17,0
2024-02-04,Jammu And Kashmir,Kupwara,Typhoid,13,0
2024-02-11,Jammu And Kashmir,Kupwara,Typhoid,13,0
2024-02-18,Jammu And Kashmir,Kupwara,Typhoid,13,0
2024-02-25,Jammu And Kashmir,Kupwara,Typhoid,12,0
2024-03-03,Jammu And Kashmir,Kupwara,Typhoid,12,0
2024-03-10,Jammu And Kashmir,Kupwara,Typhoid,10,0
2024-03-17,Jammu And Kashmir,Kupwara,Typhoid,7,0
2024-03-24,Jammu And Kashmir,Kupwara,Typhoid,5,0
2024-03-31,Jammu And Kashmir,Kupwara,Typhoid,8,0
2024-04-07,Jammu And Kashmir,Kupwara,Typhoid,1,0
2024-04-14,Jammu And Kashmir,Kupwara,Typhoid,1,0
2024-04-21,Jammu And Kashmir,Kupwara,Typhoid,0,0
2024-04-28,Jammu And Kashmir,Kupwara,Typhoid,1,0
2024-05-05,Jammu And Kashmir,Kupwara,Typhoid,3,0
2024-05-12,Jammu And Kashmir,Kupwara,Typhoid,5,0
2024-05-19,Jammu And Kashmir,Kupwara,Typhoid,1,0
2024-05-26,Jammu And Kashmir,Kupwara,Typhoid,6,0
2024-06-02,Jammu And Kashmir,Kupwara,Typhoid,1,0
2024-06-09,Jammu And Kashmir,Kupwara,Typhoid,2,0
2024-06-16,Jammu And Kashmir,Kupwara,Typhoid,6,0
2024-06-23,Jammu And Kashmir,Kupwara,Typhoid,9,0
2024-06-30,Jammu And Kashmir,Kupwara,Typhoid,7,0
2024-07-07,Jammu And Kashmir,Kupwara,Typhoid,5,0
2024-07-14,Jammu And Kashmir,Kupwara,Typhoid,9,0
2024-07-21,Jammu And Kashmir,Kupwara,Typhoid,12,0
2024-07-28,Jammu And Kashmir,Kupwara,Typhoid,13,0
2024-08-04,Jammu And Kashmir,Kupwara,Typhoid,8,0
2024-08-11,Jammu And Kashmir,Kupwara,Typhoid,17,0
2024-08-18,Jammu And Kashmir,Kupwara,Typhoid,17,0
2024-08-25,Jammu And Kashmir,Kupwara,Typhoid,18,0
2024-09-01,Jammu And Kashmir,Kupwara,Typhoid,15,0
2024-09-08,Jammu And Kashmir,Kupwara,Typhoid,14,0
2024-09-15,Jammu And Kashmir,Kupwara,Typhoid,17,0
2024-09-22,Jammu And Kashmir,Kupwara,Typhoid,21,1
2024-09-29,Jammu And Kashmir,Kupwara,Typhoid,17,0
2024-10-06,Jammu And Kashmir,Kupwara,Typhoid,19,0
2024-10-13,Jammu And Kashmir,Kupwara,Typhoid,20,0
2024-10-20,Jammu And Kashmir,Kupwara,Typhoid,22,0
2024-10-27,Jammu And Kashmir,Kupwara,Typhoid,21,0
2024-11-03,Jammu And Kashmir,Kupwara,Typhoid,19,0
2024-11-10,Jammu And Kashmir,Kupwara,Typhoid,27,1
2024-11-17,Jammu And Kashmir,Kupwara,Typhoid,25,0
2024-11-24,Jammu And Kashmir,Kupwara,Typhoid,23,0
2024-12-01,Jammu And Kashmir,Kupwara,Typhoid,20,0
2024-12-08,Jammu And Kashmir,Kupwara,Typhoid,24,0
2024-12-15,Jammu And Kashmir,Kupwara,Typhoid,25,1
2024-12-22,Jammu And Kashmir,Kupwara,Typhoid,18,0
2024-12-29,Jammu And Kashmir,Kupwara,Typhoid,21,0
2025-01-05,Jammu And Kashmir,Kupwara,Typhoid,19,0
2025-01-12,Jammu And Kashmir,Kupwara,Typhoid,14,0
2025-01-19,Jammu And Kashmir,Kupwara,Typhoid,17,0
2025-01-26,Jammu And Kashmir,Kupwara,Typhoid,12,0
2025-02-02,Jammu And Kashmir,Kupwara,Typhoid,13,0
2025-02-09,Jammu And Kashmir,Kupwara,Typhoid,12,0
2025-02-16,Jammu And Kashmir,Kupwara,Typhoid,15,0
2025-02-23,Jammu And Kashmir,Kupwara,Typhoid,12,0
2025-03-02,Jammu And Kashmir,Kupwara,Typhoid,12,0
2025-03-09,Jammu And Kashmir,Kupwara,Typhoid,12,0
2025-03-16,Jammu And Kashmir,Kupwara,Typhoid,5,0
2025-03-23,Jammu And Kashmir,Kupwara,Typhoid,6,0
2025-03-30,Jammu And Kashmir,Kupwara,Typhoid,3,0
2025-04-06,Jammu And Kashmir,Kupwara,Typhoid,4,0
2025-04-13,Jammu And Kashmir,Kupwara,Typhoid,10,0
2025-04-20,Jammu And Kashmir,Kupwara,Typhoid,6,0
2025-04-27,Jammu And Kashmir,Kupwara,Typhoid,1,0
2025-05-04,Jammu And Kashmir,Kupwara,Typhoid,5,0
2025-05-11,Jammu And Kashmir,Kupwara,Typhoid,1,0
2025-05-18,Jammu And Kashmir,Kupwara,Typhoid,5,0
2025-05-25,Jammu And Kashmir,Kupwara,Typhoid,0,0
2025-06-01,Jammu And Kashmir,Kupwara,Typhoid,4,0
2025-06-08,Jammu And Kashmir,Kupwara,Typhoid,2,0
2025-06-15,Jammu And Kashmir,Kupwara,Typhoid,7,0
2025-06-22,Jammu And Kashmir,Kupwara,Typhoid,3,0
2025-06-29,Jammu And Kashmir,Kupwara,Typhoid,8,0
2025-07-06,Jammu And Kashmir,Kupwara,Typhoid,6,0
2025-07-13,Jammu And Kashmir,Kupwara,Typhoid,8,0
2025-07-20,Jammu And Kashmir,Kupwara,Typhoid,7,0
2025-07-27,Jammu And Kashmir,Kupwara,Typhoid,11,0
2025-08-03,Jammu And Kashmir,Kupwara,Typhoid,9,0
2025-08-10,Jammu And Kashmir,Kupwara,Typhoid,10,0
2025-08-17,Jammu And Kashmir,Kupwara,Typhoid,14,0
2025-08-24,Jammu And Kashmir,Kupwara,Typhoid,13,0
2025-08-31,Jammu And Kashmir,Kupwara,Typhoid,19,0
2025-09-07,Jammu And Kashmir,Kupwara,Typhoid,16,0
2025-09-14,Jammu And Kashmir,Kupwara,Typhoid,17,0
2025-09-21,Jammu And Kashmir,Kupwara,Typhoid,18,0
2025-09-28,Jammu And Kashmir,Kupwara,Typhoid,22,0
2025-10-05,Jammu And Kashmir,Kupwara,Typhoid,21,1
2025-10-12,Jammu And Kashmir,Kupwara,Typhoid,19,0
2025-10-19,Jammu And Kashmir,Kupwara,Typhoid,24,0
2025-10-26,Jammu And Kashmir,Kupwara,Typhoid,23,0
2025-11-02,Jammu And Kashmir,Kupwara,Typhoid,25,0
2025-11-09,Jammu And Kashmir,Kupwara,Typhoid,25,1
2025-11-16,Jammu And Kashmir,Kupwara,Typhoid,22,0
2025-11-23,Jammu And Kashmir,Kupwara,Typhoid,24,0
2025-11-30,Jammu And Kashmir,Kupwara,Typhoid,23,0
2025-12-07,Jammu And Kashmir,Kupwara,Typhoid,19,0
2025-12-14,Jammu And Kashmir,Kupwara,Typhoid,19,0
2025-12-21,Jammu And Kashmir,Kupwara,Typhoid,23,0
2023-01-01,Jammu And Kashmir,Kupwara,Chikungunya,65,1
2023-01-08,Jammu And Kashmir,Kupwara,Chikungunya,61,1
2023-01-15,Jammu And Kashmir,Kupwara,Chikungunya,55,2
2023-01-22,Jammu And Kashmir,Kupwara,Chikungunya,47,1
2023-01-29,Jammu And Kashmir,Kupwara,Chikungunya,47,2
2023-02-05,Jammu And Kashmir,Kupwara,Chikungunya,40,0
2023-02-12,Jammu And Kashmir,Kupwara,Chikungunya,35,1
2023-02-19,Jammu And Kashmir,Kupwara,Chikungunya,28,0
2023-02-26,Jammu And Kashmir,Kupwara,Chikungunya,29,1
2023-03-05,Jammu And Kashmir,Kupwara,Chikungunya,20,0
2023-03-12,Jammu And Kashmir,Kupwara,Chikungunya,83,1
2023-03-19,Jammu And Kashmir,Kupwara,Chikungunya,14,0
2023-03-26,Jammu And Kashmir,Kupwara,Chikungunya,12,0
2023-04-02,Jammu And Kashmir,Kupwara,Chikungunya,10,0
2023-04-09,Jammu And Kashmir,Kupwara,Chikungunya,8,0
2023-04-16,Jammu And Kashmir,Kupwara,Chikungunya,13,0
2023-04-23,Jammu And Kashmir,Kupwara,Chikungunya,12,0
2023-04-30,Jammu And Kashmir,Kupwara,Chikungunya,12,0
2023-05-07,Jammu And Kashmir,Kupwara,Chikungunya,13,0
2023-05-14,Jammu And Kashmir,Kupwara,Chikungunya,8,0
2023-05-21,Jammu And Kashmir,Kupwara,Chikungunya,14,0
2023-05-28,Jammu And Kashmir,Kupwara,Chikungunya,14,0
2023-06-04,Jammu And Kashmir,Kupwara,Chikungunya,16,0
2023-06-11,Jammu And Kashmir,Kupwara,Chikungunya,22,0
